AIRPORT_NAME,AIRPORT_ZIP_CODE,DEPARTURE_CODE,DOMESTIC_CODE,TICKETS_SOLD,TAIL_NUMBER,PLANE_MODEL,DESTINATION_CODE,DEPARTING_DELAY,SCHEDULED_DEPARTURE_UTC
San Francisco International Airport,94128,SFO,UA,271,#H710STN,Boeing 747,ATL,0,2024-07-30 05:58:00.000
Orlando International Airport,32827,MCO,DLTA,109,#K103ESU,Airbus A320,CLT,0,2024-07-30 05:59:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,UA,347,#L366WLY,Boeing 747,SFO,0,2024-07-30 05:59:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,137,#K825UQB,Airbus A320,DEN,0,2024-07-30 05:59:00.000
Logan International Airport,02128,BOS,AA,208,#K002RIF,Airbus A350,MSP,0,2024-07-30 06:01:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,105,#G451JLY,Boeing 737,LAS,0,2024-07-30 06:01:00.000
George Bush Intercontinental Airport,77032,IAH,AA,294,#N774WMN,Boeing 787 Dreamliner,MSP,0,2024-07-30 06:03:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,DLTA,269,#A199OCQ,Airbus A340,MCO,0,2024-07-30 06:03:00.000
Denver International Airport,80249,DEN,DLTA,231,#Y943VNH,Airbus A330,LAS,0,2024-07-30 06:09:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,107,#K858SCN,Airbus A320,LAX,0,2024-07-30 06:12:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,156,#H347VZC,Boeing 737 MAX,ORD,0,2024-07-30 06:15:00.000
Newark Liberty International Airport,07114,EWR,AA,113,#T209OOO,Airbus A320,SFO,0,2024-07-30 06:15:00.000
Harry Reid International Airport,89119,LAS,UA,210,#S820DXQ,Airbus A330,DEN,0,2024-07-30 06:54:00.000
San Francisco International Airport,94128,SFO,DLTA,170,#E092BGB,Airbus A330,BOS,0,2024-07-30 06:56:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,468,#F320MAA,Airbus A380,MSP,0,2024-07-30 06:59:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,120,#L874DMI,Airbus A320neo,SFO,0,2024-07-30 07:00:00.000
Charlotte Douglas International Airport,28208,CLT,UA,269,#I404SVS,Boeing 747,JFK,0,2024-07-30 07:01:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,290,#R432ORS,Airbus A350,SEA,0,2024-07-30 07:03:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,161,#G932KAT,Boeing 737 MAX,MCO,0,2024-07-30 07:04:00.000
Denver International Airport,80249,DEN,UA,319,#X730KNT,Boeing 777,EWR,0,2024-07-30 07:05:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,214,#P333JKI,Boeing 767,FLL,0,2024-07-30 07:06:00.000
Orlando International Airport,32827,MCO,AA,328,#C259CTV,Airbus A340,JFK,0,2024-07-30 07:07:00.000
Los Angeles International Airport,90045,LAX,DLTA,142,#X672BYF,Airbus A320neo,SEA,0,2024-07-30 07:07:00.000
George Bush Intercontinental Airport,77032,IAH,AA,379,#O498COT,Airbus A380,FLL,0,2024-07-30 07:08:00.000
Logan International Airport,02128,BOS,UA,344,#X385QEX,Boeing 747,MCO,0,2024-07-30 07:08:00.000
O'Hare International Airport,60666,ORD,UA,270,#Z700OAS,Airbus A350,DFW,0,2024-07-30 07:09:00.000
Miami International Airport,33126,MIA,UA,218,#M274KPH,Boeing 767,BOS,0,2024-07-30 07:11:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,UA,233,#P892BMB,Boeing 767,EWR,0,2024-07-30 07:14:00.000
Newark Liberty International Airport,07114,EWR,DLTA,132,#F036YET,Airbus A320,MCO,0,2024-07-30 07:17:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,141,#F789ORV,Airbus A320neo,DFW,0,2024-07-30 07:18:00.000
Orlando International Airport,32827,MCO,AA,101,#T405KAG,Airbus A320,PHX,0,2024-07-30 08:00:00.000
Dallas/Fort Worth International Airport,75261,DFW,AA,233,#J421ANE,Airbus A330,ORD,0,2024-07-30 08:00:00.000
Los Angeles International Airport,90045,LAX,AA,374,#W060SOC,Airbus A380,LAS,0,2024-07-30 08:02:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,108,#D569GYO,Boeing 737 MAX,LAS,0,2024-07-30 08:04:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,UA,212,#N681IAR,Airbus A350,ATL,0,2024-07-30 08:05:00.000
Miami International Airport,33126,MIA,DLTA,117,#N693DDH,Boeing 737 MAX,DEN,0,2024-07-30 08:05:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,235,#F216KNO,Boeing 787 Dreamliner,CLT,0,2024-07-30 08:07:00.000
Seattle–Tacoma International Airport,98158,SEA,AA,344,#Q814RTL,Boeing 747,EWR,0,2024-07-30 08:08:00.000
Charlotte Douglas International Airport,28208,CLT,AA,227,#R398WMA,Boeing 787 Dreamliner,LAS,0,2024-07-30 08:13:00.000
Newark Liberty International Airport,07114,EWR,UA,225,#A041RNK,Airbus A330,IAH,1,2024-07-30 08:13:00.000
San Francisco International Airport,94128,SFO,UA,253,#C143QHE,Airbus A350,SEA,0,2024-07-30 08:15:00.000
Phoenix Sky Harbor International Airport,85034,PHX,DLTA,467,#U123BKQ,Airbus A380,FLL,0,2024-07-30 08:15:00.000
George Bush Intercontinental Airport,77032,IAH,AA,134,#I633GIU,Boeing 737,LAX,0,2024-07-30 08:17:00.000
Harry Reid International Airport,89119,LAS,AA,295,#W806MTQ,Boeing 787 Dreamliner,BOS,0,2024-07-30 08:17:00.000
O'Hare International Airport,60666,ORD,UA,96,#Z193LGL,Airbus A320,LAS,0,2024-07-30 08:17:00.000
Denver International Airport,80249,DEN,DLTA,178,#G228LHG,Airbus A330,SFO,0,2024-07-30 08:19:00.000
Logan International Airport,02128,BOS,AA,142,#A033QRD,Boeing 737 MAX,EWR,0,2024-07-30 08:22:00.000
John F. Kennedy International Airport,11430,JFK,UA,246,#Z090JIJ,Boeing 777,LAX,0,2024-07-30 08:23:00.000
Harry Reid International Airport,89119,LAS,AA,288,#U916UMS,Boeing 787 Dreamliner,FLL,0,2024-07-30 09:02:00.000
Logan International Airport,02128,BOS,AA,123,#H317YSC,Boeing 737 MAX,ORD,0,2024-07-30 09:02:00.000
San Francisco International Airport,94128,SFO,AA,262,#V650PAB,Airbus A350,EWR,0,2024-07-30 09:08:00.000
John F. Kennedy International Airport,11430,JFK,UA,124,#P839MAI,Airbus A320neo,MCO,0,2024-07-30 09:09:00.000
Newark Liberty International Airport,07114,EWR,AA,276,#O935QOX,Boeing 747,LAS,0,2024-07-30 09:12:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,339,#V165EEQ,Airbus A340,EWR,0,2024-07-30 09:14:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,259,#G272VJM,Airbus A340,CLT,0,2024-07-30 09:14:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,228,#I325GNY,Boeing 787 Dreamliner,JFK,0,2024-07-30 09:14:00.000
Orlando International Airport,32827,MCO,UA,101,#D429RMA,Airbus A320neo,DFW,0,2024-07-30 09:17:00.000
Los Angeles International Airport,90045,LAX,DLTA,284,#Q113LBZ,Boeing 747,BOS,0,2024-07-30 09:18:00.000
Denver International Airport,80249,DEN,DLTA,277,#S956BLD,Boeing 747,MCO,0,2024-07-30 09:18:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,102,#G520HHF,Airbus A320,MCO,0,2024-07-30 09:21:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,284,#A685EWQ,Boeing 777,PHX,0,2024-07-30 09:21:00.000
George Bush Intercontinental Airport,77032,IAH,UA,253,#R692ZUP,Airbus A350,EWR,0,2024-07-30 09:21:00.000
Miami International Airport,33126,MIA,DLTA,119,#M968EGV,Airbus A320,DFW,0,2024-07-30 09:22:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,286,#B192BJP,Boeing 787 Dreamliner,SFO,0,2024-07-30 09:23:00.000
O'Hare International Airport,60666,ORD,DLTA,296,#R691WGR,Boeing 747,EWR,0,2024-07-30 09:24:00.000
Phoenix Sky Harbor International Airport,85034,PHX,DLTA,146,#S889PRH,Airbus A320neo,MCO,0,2024-07-30 09:26:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,242,#G100KJC,Boeing 747,JFK,0,2024-07-30 10:07:00.000
Seattle–Tacoma International Airport,98158,SEA,AA,249,#T336TMY,Boeing 787 Dreamliner,LAX,0,2024-07-30 10:08:00.000
John F. Kennedy International Airport,11430,JFK,UA,103,#J295VMU,Airbus A320neo,BOS,0,2024-07-30 10:08:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,216,#E596FED,Boeing 787 Dreamliner,DFW,0,2024-07-30 10:09:00.000
Orlando International Airport,32827,MCO,UA,257,#D608PFP,Boeing 767,ORD,0,2024-07-30 10:11:00.000
George Bush Intercontinental Airport,77032,IAH,DLTA,425,#O403ZLX,Airbus A380,DEN,0,2024-07-30 10:11:00.000
San Francisco International Airport,94128,SFO,UA,180,#X324OKW,Airbus A330,MIA,0,2024-07-30 10:13:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,DLTA,254,#D420HLK,Airbus A340,BOS,0,2024-07-30 10:16:00.000
Newark Liberty International Airport,07114,EWR,AA,283,#E106PZE,Boeing 747,SEA,0,2024-07-30 10:18:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,312,#O494PSX,Boeing 777,BOS,0,2024-07-30 10:18:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,UA,254,#Y483OQT,Boeing 787 Dreamliner,CLT,0,2024-07-30 10:18:00.000
Los Angeles International Airport,90045,LAX,DLTA,226,#I320VCK,Boeing 787 Dreamliner,FLL,0,2024-07-30 10:21:00.000
O'Hare International Airport,60666,ORD,UA,292,#G261JIK,Boeing 747,CLT,0,2024-07-30 10:22:00.000
Miami International Airport,33126,MIA,DLTA,125,#P920UHO,Boeing 737 MAX,IAH,0,2024-07-30 10:24:00.000
Harry Reid International Airport,89119,LAS,DLTA,254,#A297MIF,Boeing 787 Dreamliner,EWR,0,2024-07-30 10:24:00.000
Charlotte Douglas International Airport,28208,CLT,UA,112,#Z917RQV,Airbus A320,DEN,0,2024-07-30 10:27:00.000
Denver International Airport,80249,DEN,DLTA,317,#X540RSW,Boeing 747,BOS,0,2024-07-30 10:27:00.000
Logan International Airport,02128,BOS,DLTA,243,#W774KZL,Boeing 787 Dreamliner,CLT,0,2024-07-30 10:29:00.000
Miami International Airport,33126,MIA,AA,261,#G752TPQ,Boeing 767,ATL,0,2024-07-30 11:10:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,124,#L932ZIL,Boeing 737,IAH,0,2024-07-30 11:11:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,234,#Q895YDO,Boeing 767,MIA,0,2024-07-30 11:12:00.000
Harry Reid International Airport,89119,LAS,AA,242,#N617LVF,Boeing 767,JFK,0,2024-07-30 11:12:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,338,#O656YQK,Airbus A380,MIA,0,2024-07-30 11:13:00.000
San Francisco International Airport,94128,SFO,AA,124,#T038VRJ,Boeing 737,MSP,0,2024-07-30 11:14:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,UA,350,#D995AGD,Airbus A340,JFK,1,2024-07-30 11:21:00.000
Los Angeles International Airport,90045,LAX,AA,464,#K634ADF,Airbus A380,JFK,0,2024-07-30 11:22:00.000
Logan International Airport,02128,BOS,UA,216,#E873AZX,Boeing 767,DEN,0,2024-07-30 11:23:00.000
Phoenix Sky Harbor International Airport,85034,PHX,DLTA,115,#K574GGD,Airbus A320,EWR,0,2024-07-30 11:23:00.000
Orlando International Airport,32827,MCO,AA,303,#K937CYY,Airbus A340,SEA,0,2024-07-30 11:25:00.000
George Bush Intercontinental Airport,77032,IAH,UA,244,#G534PTY,Airbus A330,SEA,0,2024-07-30 11:27:00.000
Charlotte Douglas International Airport,28208,CLT,UA,120,#N313LEI,Airbus A320,SEA,0,2024-07-30 11:30:00.000
Denver International Airport,80249,DEN,UA,123,#H421IRX,Airbus A320,ATL,0,2024-07-30 11:32:00.000
John F. Kennedy International Airport,11430,JFK,AA,263,#N762GIC,Boeing 787 Dreamliner,EWR,0,2024-07-30 11:33:00.000
Newark Liberty International Airport,07114,EWR,AA,97,#X651BKF,Airbus A320,LAX,0,2024-07-30 11:33:00.000
O'Hare International Airport,60666,ORD,DLTA,472,#E645BOC,Airbus A380,JFK,0,2024-07-30 11:34:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,109,#N064NYP,Airbus A320neo,LAS,0,2024-07-30 11:35:00.000
Logan International Airport,02128,BOS,UA,271,#H105AZN,Boeing 787 Dreamliner,FLL,0,2024-07-30 12:15:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,185,#V352QDC,Airbus A330,JFK,0,2024-07-30 12:16:00.000
Miami International Airport,33126,MIA,DLTA,241,#C547OXG,Boeing 787 Dreamliner,MSP,0,2024-07-30 12:17:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,UA,298,#M134BDR,Boeing 787 Dreamliner,DEN,0,2024-07-30 12:22:00.000
Los Angeles International Airport,90045,LAX,UA,233,#L553ZRZ,Boeing 777,ATL,0,2024-07-30 12:23:00.000
Newark Liberty International Airport,07114,EWR,UA,134,#I950WDD,Boeing 737,ATL,0,2024-07-30 12:23:00.000
San Francisco International Airport,94128,SFO,AA,319,#A075CPI,Boeing 747,FLL,0,2024-07-30 12:23:00.000
George Bush Intercontinental Airport,77032,IAH,DLTA,98,#X178ZRQ,Airbus A320,ATL,0,2024-07-30 12:24:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,105,#E068VHY,Boeing 737,CLT,0,2024-07-30 12:25:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,260,#B431XQN,Airbus A340,IAH,0,2024-07-30 12:27:00.000
Dallas/Fort Worth International Airport,75261,DFW,AA,136,#M201VNR,Boeing 737 MAX,MCO,0,2024-07-30 12:27:00.000
Orlando International Airport,32827,MCO,DLTA,127,#N251YLI,Airbus A320,LAS,0,2024-07-30 12:28:00.000
Harry Reid International Airport,89119,LAS,AA,494,#L758ZWI,Airbus A380,MIA,0,2024-07-30 12:29:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,99,#C933LAQ,Airbus A320,MIA,0,2024-07-30 12:31:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,246,#T558OJV,Airbus A350,PHX,0,2024-07-30 12:32:00.000
Charlotte Douglas International Airport,28208,CLT,AA,117,#Q627VRG,Airbus A320,DFW,0,2024-07-30 12:32:00.000
Denver International Airport,80249,DEN,AA,266,#R731XBT,Boeing 777,FLL,0,2024-07-30 12:38:00.000
O'Hare International Airport,60666,ORD,DLTA,283,#X974TIZ,Airbus A340,PHX,0,2024-07-30 12:39:00.000
Dallas/Fort Worth International Airport,75261,DFW,AA,106,#B916GTY,Airbus A320,BOS,0,2024-07-30 13:18:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,147,#F864VXD,Airbus A320neo,MSP,0,2024-07-30 13:19:00.000
Orlando International Airport,32827,MCO,AA,313,#F505GSK,Boeing 777,LAX,0,2024-07-30 13:20:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,236,#I509GGV,Airbus A350,LAS,0,2024-07-30 13:20:00.000
San Francisco International Airport,94128,SFO,UA,239,#Y293EWS,Boeing 777,ORD,0,2024-07-30 13:21:00.000
Seattle–Tacoma International Airport,98158,SEA,AA,252,#R399UFN,Boeing 777,IAH,0,2024-07-30 13:22:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,109,#F996SIH,Airbus A320neo,SEA,0,2024-07-30 13:22:00.000
O'Hare International Airport,60666,ORD,AA,151,#I258LBC,Boeing 737 MAX,MCO,0,2024-07-30 13:23:00.000
Logan International Airport,02128,BOS,DLTA,137,#Z068PBB,Boeing 737 MAX,SFO,0,2024-07-30 13:25:00.000
George Bush Intercontinental Airport,77032,IAH,UA,195,#U503CLQ,Airbus A330,LAS,0,2024-07-30 13:26:00.000
John F. Kennedy International Airport,11430,JFK,AA,308,#N319CHU,Airbus A340,FLL,0,2024-07-30 13:27:00.000
Denver International Airport,80249,DEN,UA,318,#S680XWB,Boeing 747,SEA,0,2024-07-30 13:32:00.000
Charlotte Douglas International Airport,28208,CLT,AA,301,#R401EXH,Boeing 747,MCO,0,2024-07-30 13:37:00.000
Los Angeles International Airport,90045,LAX,AA,303,#P683CZP,Boeing 777,IAH,0,2024-07-30 13:39:00.000
Miami International Airport,33126,MIA,AA,122,#L411SHJ,Airbus A320neo,MCO,0,2024-07-30 13:41:00.000
Harry Reid International Airport,89119,LAS,UA,122,#Z059PZO,Boeing 737 MAX,SFO,0,2024-07-30 13:41:00.000
Newark Liberty International Airport,07114,EWR,AA,95,#Y749LLA,Boeing 737,BOS,0,2024-07-30 13:41:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,336,#H264FVV,Airbus A380,BOS,0,2024-07-30 13:43:00.000
Charlotte Douglas International Airport,28208,CLT,AA,129,#R492SHP,Airbus A320,SFO,0,2024-07-30 14:23:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,239,#G042YLQ,Airbus A330,JFK,0,2024-07-30 14:23:00.000
San Francisco International Airport,94128,SFO,UA,126,#T455CUV,Boeing 737 MAX,DEN,0,2024-07-30 14:23:00.000
Logan International Airport,02128,BOS,DLTA,281,#J546GYL,Airbus A350,SEA,1,2024-07-30 14:26:00.000
Harry Reid International Airport,89119,LAS,AA,228,#A606EIY,Airbus A340,CLT,0,2024-07-30 14:29:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,127,#W145VTS,Boeing 737,MCO,0,2024-07-30 14:30:00.000
George Bush Intercontinental Airport,77032,IAH,DLTA,294,#U504NUT,Boeing 787 Dreamliner,CLT,0,2024-07-30 14:31:00.000
Los Angeles International Airport,90045,LAX,DLTA,328,#G805MHH,Boeing 777,DFW,0,2024-07-30 14:35:00.000
Denver International Airport,80249,DEN,UA,121,#Q830PIP,Airbus A320neo,DFW,0,2024-07-30 14:36:00.000
Orlando International Airport,32827,MCO,UA,253,#Y432FLQ,Airbus A350,BOS,0,2024-07-30 14:36:00.000
Newark Liberty International Airport,07114,EWR,AA,120,#T443LMW,Airbus A320neo,MSP,0,2024-07-30 14:40:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,244,#L337RNC,Airbus A340,SFO,0,2024-07-30 14:41:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,112,#K178PWF,Boeing 737 MAX,IAH,0,2024-07-30 14:43:00.000
Miami International Airport,33126,MIA,DLTA,127,#J890GRJ,Boeing 737,ORD,0,2024-07-30 14:44:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,304,#R476HAY,Airbus A340,ORD,0,2024-07-30 14:44:00.000
John F. Kennedy International Airport,11430,JFK,UA,199,#Q562RDT,Airbus A350,ATL,0,2024-07-30 14:45:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,162,#P154NTJ,Boeing 737 MAX,ORD,0,2024-07-30 14:46:00.000
O'Hare International Airport,60666,ORD,UA,439,#B427YJA,Airbus A380,MIA,0,2024-07-30 14:47:00.000
Logan International Airport,02128,BOS,DLTA,229,#E595RTE,Boeing 777,JFK,0,2024-07-30 15:27:00.000
Miami International Airport,33126,MIA,UA,224,#T196ALR,Airbus A330,CLT,0,2024-07-30 15:27:00.000
George Bush Intercontinental Airport,77032,IAH,DLTA,408,#J850ZNI,Airbus A380,DFW,0,2024-07-30 15:29:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,333,#E171NPB,Boeing 747,LAX,0,2024-07-30 15:31:00.000
San Francisco International Airport,94128,SFO,AA,114,#N205ZCM,Airbus A320neo,CLT,0,2024-07-30 15:32:00.000
Charlotte Douglas International Airport,28208,CLT,AA,318,#G907KTD,Airbus A340,MIA,0,2024-07-30 15:37:00.000
Newark Liberty International Airport,07114,EWR,AA,273,#F796FGU,Airbus A350,PHX,0,2024-07-30 15:39:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,124,#R113UNU,Airbus A320,DEN,0,2024-07-30 15:39:00.000
Orlando International Airport,32827,MCO,DLTA,224,#C487DBN,Boeing 787 Dreamliner,SFO,0,2024-07-30 15:39:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,286,#H993BQJ,Airbus A340,SEA,0,2024-07-30 15:41:00.000
Los Angeles International Airport,90045,LAX,AA,267,#Q341CRE,Boeing 787 Dreamliner,SFO,0,2024-07-30 15:42:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,226,#A372VAL,Boeing 767,DEN,0,2024-07-30 15:45:00.000
Harry Reid International Airport,89119,LAS,DLTA,225,#T137VLQ,Airbus A350,PHX,0,2024-07-30 15:46:00.000
Denver International Airport,80249,DEN,AA,119,#Y210KEO,Airbus A320neo,PHX,0,2024-07-30 15:46:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,259,#F770OEK,Boeing 767,ATL,0,2024-07-30 15:47:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,289,#M214HRT,Boeing 777,LAS,0,2024-07-30 15:49:00.000
Seattle–Tacoma International Airport,98158,SEA,AA,271,#H535WNH,Airbus A350,ORD,0,2024-07-30 15:50:00.000
O'Hare International Airport,60666,ORD,DLTA,278,#Z873VCO,Boeing 777,LAX,0,2024-07-30 15:51:00.000
Harry Reid International Airport,89119,LAS,AA,265,#Q880VPE,Airbus A350,SEA,0,2024-07-30 16:32:00.000
Orlando International Airport,32827,MCO,AA,126,#C019QKF,Boeing 737,IAH,0,2024-07-30 16:35:00.000
Denver International Airport,80249,DEN,AA,132,#C491TNK,Airbus A320neo,MIA,0,2024-07-30 16:36:00.000
Charlotte Douglas International Airport,28208,CLT,UA,101,#Z669CMT,Airbus A320neo,ATL,0,2024-07-30 16:38:00.000
Miami International Airport,33126,MIA,AA,178,#P453ODN,Airbus A330,EWR,0,2024-07-30 16:40:00.000
Los Angeles International Airport,90045,LAX,AA,121,#U342XVE,Airbus A320neo,MCO,0,2024-07-30 16:40:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,DLTA,277,#N958MRV,Airbus A340,MSP,0,2024-07-30 16:41:00.000
San Francisco International Airport,94128,SFO,DLTA,305,#S299KCA,Boeing 747,DFW,0,2024-07-30 16:42:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,178,#W202FEH,Airbus A330,FLL,0,2024-07-30 16:42:00.000
Logan International Airport,02128,BOS,UA,237,#B145WRP,Boeing 777,IAH,0,2024-07-30 16:44:00.000
George Bush Intercontinental Airport,77032,IAH,UA,221,#D022DMZ,Boeing 767,MIA,0,2024-07-30 16:45:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,297,#R069BAY,Airbus A340,LAX,0,2024-07-30 16:47:00.000
O'Hare International Airport,60666,ORD,DLTA,240,#F386KYP,Boeing 787 Dreamliner,BOS,0,2024-07-30 16:47:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,234,#M844AXH,Airbus A350,PHX,0,2024-07-30 16:48:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,UA,288,#O445NOM,Airbus A340,DFW,0,2024-07-30 16:49:00.000
Newark Liberty International Airport,07114,EWR,AA,201,#Y451GGE,Boeing 767,ORD,0,2024-07-30 16:50:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,110,#F584VOL,Boeing 737,ATL,0,2024-07-30 16:51:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,123,#V941OCC,Boeing 737 MAX,BOS,0,2024-07-30 16:55:00.000
Denver International Airport,80249,DEN,UA,157,#F885ETF,Airbus A320neo,JFK,1,2024-07-30 17:37:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,244,#G056LTH,Airbus A350,LAS,0,2024-07-30 17:38:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,120,#D801HZP,Boeing 737,FLL,0,2024-07-30 17:40:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,93,#B296WME,Airbus A320,EWR,0,2024-07-30 17:41:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,443,#U418QPZ,Airbus A380,MIA,0,2024-07-30 17:41:00.000
Harry Reid International Airport,89119,LAS,DLTA,130,#C116ZIA,Boeing 737,IAH,0,2024-07-30 17:42:00.000
